,article,date
190,"[""A shortage of large, sterile plastic bags used to grow vaccine cells has hobbled Novavax's work to scale up its COVID-19 shot production."", 'CEO Stan Erck told the Observer that the shortage of the 2,000-liter bags is a threat to the global supply of vaccines.', 'In late March, a European Union official told Reuters that Novavax had delayed signing a contract to supply COVID-19 vaccines to the EU because it was struggling to secure some raw materials.', '“They are slowing down the process of finishing the contract,” the official said.', 'Gaithersburg, Maryland-based Novavax had tentatively agreed to supply 100 million doses to Europe by the end of 2021, with an option for another 100 million doses next year. ', 'Meanwhile, Novavax has pushed its supply goal of 150 million vaccine doses per month from the end of the second quarter to the third quarter.', 'RELATED: U.S. focus on Pfizer production could delay manufacturing of other COVID-19 vaccines, Serum Institute CEO warns', 'Early last month, the CEO of manufacturing giant the Serum Institute of India, which produces the Novavax shot, said that the United States’ push to lock up raw materials for the Pfizer vaccine through the Defense Production Act could hinder other vaccine suppliers around the world.', 'During a virtual World Bank panel discussion, Adar Poonawalla specifically mentioned bags and filters as vital products that were lacking.', '“The Novavax vaccine … needs these items from the U.S.,” Poonawalla said. “If we’re talking about building capacity all over the world, the sharing of these critical raw materials is going to become a limiting factor—nobody has been able to address this so far.” ', 'The World Health Organization echoed the warning.', 'RELATED: GlaxoSmithKline, Novavax team up on COVID vaccine production in U.K., helping reduce dependence on AZ shot', 'The Novavax COVID-19 vaccine has yet to win approval in Europe or the U.S. But the company has kicked off manufacturing at a Fujifilm Diosynth plant in Billingham, England. A GlaxoSmithKline facility 30 miles away in Barnard Castle will soon be ready to take on the fill-finish process. ', 'Novavax also has lined up U.S. manufacturers for its vaccine, including a deal struck last month with Jubilant HollisterStier to provide fill-finish from its plant in Spokane, Washington.', 'With the rapid development of its COVID-19 vaccine, Novavax has been a rags-to-riches story. It has secured the use of 20 manufacturing sites in nine countries on four continents.   ', 'But those manufacturing assets can’t be maximized if raw materials can’t be secured, Erck warned.', '“There’s the media that the cells have to grow in,” Erck told the Observer. “You grow them in these 2,000-liter bags, which are in short supply. Then you pour it out and you have to filter it and the filters are in short supply. The little things count.” ']","Apr 13, 2021 10:58am"
191,"['After drug regulators on both sides of the Atlantic revealed safety probes into Johnson & Johnson’s COVID-19 vaccine, U.S. officials are calling for an immediate pause to the rollout.', 'Since the vaccine’s late February emergency use authorization in the U.S., nearly 7 million people have received the shot. Six recipients of the vaccine—all women between 18 and 48—were diagnosed with rare blood clots afterward, the FDA says. One died and one is in critical condition.', 'The FDA on Tuesday said it’s “recommending a pause in the use of this vaccine out of an abundance of caution.”', 'Speaking with reporters on Tuesday, FDA acting commissioner Janet Woodcock said she expects the pause to last a “matter of days.” While the FDA and CDC investigate, officials also want to flag symptoms of the rare clots and treatment recommendations for them.', ""The rare blood clots need to be treated differently than typical clots, officials said. In fact, standard treatments can worsen a patient's condition."", 'The cases all surfaced about one to three weeks after vaccination, FDA vaccine official Peter Marks said on the call. Warning signs include severe headache, abdominal pain, leg pain and shortness of breath. The FDA plans to revise the J&J vaccine fact sheet to include the updated information.', ""RELATED: FDA joins Europe in probing rare blood clots after Johnson & Johnson's COVID-19 vaccine"", ""The pause represents a setback for the J&J vaccine as the U.S. pushes ahead with the mRNA shots from Pfizer and Moderna. AstraZeneca's COVID-19 vaccine—which, like J&J's, is adenovirus-based—has also raised rare blood clot concerns, and that has led to a sporadic vaccination effort in Europe, where individual countries are setting vaccine policy."", 'The CDC’s Advisory Committee on Immunization Practices—which reviews data and makes vaccination recommendations for the U.S.—will meet Wednesday to discuss the data. The FDA is investigating the rare clotting cases and will review the committee’s analysis.', 'J&J is ""aware of an extremely rare disorder involving people with blood clots in combination with low platelets"" in a small number of people after vaccination, the company said in a statement. ', '""We have been working closely with medical experts and health authorities, and we strongly support the open communication of this information to healthcare professionals and the public,"" the company added.', 'While the news is “unfortunate,” it’s also the “right step,” Ashish Jha, dean of the Brown University School of Public Health, wrote on Twitter. ', 'No drug or vaccine is perfect, he noted, but “confidence is built on having a system that takes adverse events seriously, investigates them” and then makes “data-driven decisions.” That’s the process the agencies are following, Jha said. ', 'The news comes after the FDA and European Medicines Agency (EMA) late last week acknowledged they were investigating the vaccine after cases of rare blood clots. At the time, the FDA said it had not ""found a causal relationship with vaccination."" ', ""RELATED: Johnson & Johnson's COVID-19 vaccine under scrutiny at EMA after 4 'serious cases' of unusual blood clots"", 'So far, 190 million COVID-19 vaccine doses have been administered in the U.S. J&J is delaying its vaccine rollout in Europe as the investigation proceeds, the company said.']","Apr 13, 2021 07:57am"
192,"[""You've heard of blockbuster sales. Now, Sanofi has racked up a blockbuster series of investments in its worldwide vaccine manufacturing network."", 'Sanofi rounded out the first quarter of 2021 with a €600 million investment in a new flu shot factory in Canada. Now, the drugmaker is pouring €400 million more into its global vaccine network, bringing its total investment up to €1 billion so far this year—a whopping $1.2 billion.', ""Over the next five years, Sanofi will plug that €400 million into a new vaccine production site in Singapore, poised to boost supply in Asia and complement the drugmaker's existing manufacturing footprint in Europe and North America. "", 'The site, ""pushing the boundaries of operations"" thanks to cutting-edge manufacturing and digital technologies, will be equipped to respond to future pandemics, too, Sanofi said in a release.', ""Sanofi didn't name the vaccines it plans to make there, but it's shooting for a range of products, both current and yet-to-be-approved."", '""This new factory will produce various antigens (or drug substances) of different nature, including antigens from Sanofi’s existing portfolio as well as new antigens ... under development,"" a company spokesperson said via email.', 'The site is ""meant to host various manufacturing technology platforms,"" and ""will produce antigens for our commercial range of vaccines and clinical material to support the clinical development of our new vaccines,"" he said. The site will also chip in on the commercial launch of new vaccines. ', 'RELATED: After Pfizer deal, Sanofi offers a hand to Johnson & Johnson for COVID-19 vaccine production', 'As for the new tech, the plant will feature a central unit equipped with several fully digitized modules that will allow Sanofi to turn out three or four vaccines at once, versus the one it can make now at its current industrial sites.', 'The factory will feature two suites at max capacity, each designed to churn out 100 to 150 drug substance batches per year, according to the specific mix of antigens being produced, the spokesperson added. ', 'The Singapore site will also leverage manufacturing platforms based on a range of cell types, Sanofi said. This ""modularity"" and flex should help Sanofi quickly pivot to produce a specific vaccine in the event of a public health emergency, the company said. ', 'The site marks Sanofi\'s first digitally-enabled vaccine plant in Asia, too, Beh Swan Gin, chairman of the Singapore Economic Development Board, added, noting that the move ""is an endorsement of Singapore’s position as a leading center for advanced manufacturing.""', ""Sanofi already employs more than 500 in the country, according to the drugmaker's website. "", 'RELATED: Daiichi exits combo vaccine pact with Sanofi after pertussis shot manufacturing glitches', 'The project is now entering the design phase, with construction expected to kick off in the third quarter of 2021. The site should be fully operational by the first quarter of 2026 and will create up to 200 jobs in Singapore over the next five years, Sanofi said. ', ""The project marks Sanofi's second vaccine push this year. In late March, the company said it would lay out €600 million ($715 million) for a flu shot factory in Toronto, slated to produce its Fluzone High-Dose vaccine, which contains four times more antigen than standard-dose vaccines. When it opens in 2026, the plant will supply shots to Canada, Europe and the U.S. "", ""Sanofi's flu vaccine business is booming, in fact. Sales hit €2.5 billion worldwide in 2020—a hefty 38% increase from 2019 at constant exchange rates. "", ""On the COVID-19 front, Sanofi continues to plug away on its GlaxoSmithKline-partnered vaccine, despite a significant delay last year. Sanofi says that program could be ready to launch by late 2021; in the meantime, the pharma major has offered up a formulation and filling site in France to Johnson & Johnson, and agreed to turn out more than 125 million doses of Pfizer and BioNTech's mRNA-based vaccine for the European market. "", ""Editor's note: This story was corrected to note that Sanofi will help Pfizer and BioNTech produce more than 125 million COVID-19 vaccine doses. ""]","Apr 12, 2021 12:08pm"
193,"['AstraZeneca’s COVID-19 vaccine has dominated headlines as reports of rare blood clots mounted, but now European drug safety regulators are investigating potential clotting risks from Johnson & Johnson’s vaccine.', ""So far in the J&J vaccine’s U.S. rollout, EU officials have tracked three cases of unusual blood clots with low blood platelets following vaccination, the European Medicines Agency’s (EMA's) Pharmacovigilance Risk Assessment Committee said Friday. Another case came in a clinical trial. One of the cases was fatal."", 'All four were “serious cases,” the committee says. The reports “point to a ‘safety signal,’ but it is currently not clear whether there is a causal association,"" PRAC says. The group will decide whether any regulatory steps, such as a warning about side effects, are appropriate.', 'A J&J spokeswoman said the company is working with regulators as more data come in and supports the ""open communication"" of any new findings with healthcare providers so they can monitor for risks.', '""We are aware that thromboembolic events including those with thrombocytopenia have been reported with all COVID-19 vaccines,"" J&J\'s spokeswoman said. ""Our close tracking of side effects has revealed a small number of very rare events following vaccination. At present, no clear causal relationship has been established between these rare events and the Janssen COVID-19 vaccine.""', ""So far, the vaccine is only available in the U.S., but European officials recently authorized it and rollouts there are expected to start soon. It wasn't immediately clear whether the U.S. FDA is also reviewing the cases. The agency had not responded to questions by press time."", 'RELATED: Johnson & Johnson takes control at troubled Emergent vaccine plant after major production snafu', 'Meanwhile, the U.S. vaccine rollout has run into some issues in recent weeks. Just 700,000 doses are set to ship out to states next week, down from 4.9 million this week, The Wall Street Journal reported Friday. And two vaccination sites, in Colorado and North Carolina, temporarily closed after adverse reactions in a limited number of recipients, CBS News reports.', ""J&J's vaccine has also been in the news lately due to manufacturing missteps at its partner Emergent BioSolutions. Weeks ago, workers at an Emergent plant in Baltimore ruined a large batch of vaccines containing millions of doses, and in response the Biden administration put J&J in charge at the plant. That forced AstraZeneca, which had also partnered with Emergent, to look for a new manufacturing partner.  "", 'About 14.5 million J&J vaccine doses have been delivered to states so far, and 4.9 million doses have been administered, according to the latest Centers for Disease Control and Prevention data. The vaccine is given as a single dose.', 'RELATED: AstraZeneca COVID-19 shot tagged with new warning in EU, highlighting rare blood clot risk', 'As for AstraZeneca’s shot, European regulators this week added a warning over rare blood clots after reviewing 62 cases of cerebral venous sinus thrombosis and 24 cases of splanchnic vein thrombosis in the EU as of March 22. As of that date, around 25 million people had received the vaccine.', ""But in a new revelation Friday, the EMA's safety committee says it's looking into five cases of capillary leak syndrome after vaccination with AZ's shot. It isn’t clear whether the cases are linked to the vaccine, but, again, the reports “point to a ‘safety signal,’” PRAC said.""]","Apr 9, 2021 09:11am"
194,"['With its production capacity “very stressed,” the world’s largest producer of vaccines is seeking relief from its government.', 'The Serum Institute of India has requested a grant of more than $400 million to beef up production of the AstraZeneca COVID-19 vaccine. The investment would allow SII to increase output from around 70 million doses per month to more than 100 million by the end of May.', 'With India in the throes of a coronavirus surge—reporting more than 100,000 new cases daily—and facing a vaccine shortage, most of the factory’s output has been retained for domestic needs. ', ""RELATED: U.K. inspects AstraZeneca vaccine partner's India manufacturing, setting stage for supply boost"", ""In late February, CEO Adar Poonawalla asked the public for patience as SII sought to balance India's needs with those of the rest of the world. Since then, the government has restricted exports. This week, Poonawalla said the company’s production capacity was “very stressed.” "", 'The company has supplied roughly 90% of the 90 million vaccine doses administered so far in the country. India has yet to open vaccinations to those under age 45.', 'RELATED: AstraZeneca vaccine production unscathed after fire breaks out at Serum Institute of India complex', 'The export pause has also added to the stress of embattled AstraZeneca, which has fallen behind in supplying the worldwide relief effort COVAX. The company has committed 240 million doses to COVAX by the end of June. As of Thursday, less than 39 million had been delivered.', 'This week, Poonawalla told the Business Standard that AstraZeneca sent a legal notice to SII for delays in supplying the vaccine.']","Apr 8, 2021 10:10am"
195,"['Europe’s drug regulator has been probing cases of rare blood clots in AstraZeneca COVID-19 vaccine recipients since mid-March—and now it has confirmed a possible link. The agency stressed that the benefits of the shot still outweigh the risks.', 'Unusual blood clots with low blood platelets should be listed as a “very rare” side effect of the vaccine, the European Medicines Agency (EMA) said Wednesday. Incidents have mostly been reported within two weeks of vaccination in women below the age of 60. With cases piling up over the past month, several countries have stopped using the shot altogether.', ""The EMA's safety arm, the Pharmacovigilance Risk Assessment Committee (PRAC), specifically noted clots in the brain, abdomen and arteries associated with thrombocytopenia, or low levels of blood platelets."", 'As of March 22, PRAC had reviewed 62 cases of cerebral venous sinus thrombosis (CVST)—a type of rare brain blood clot—and 24 case of splanchnic vein thrombosis, or clotting in the abdomen, in connection with AstraZeneca’s vaccine. Eighteen of those cases were fatal.', 'On the heels of the EMA’s safety update, AstraZeneca said it has teamed up with regulators to update its product label and is “working to understand the individual cases, epidemiology and possible mechanisms that could explain these extremely rare events.”', 'It also pointed out that the World Health Organization has ruled a link between the vaccine and blood clots plausible, but not confirmed.', 'The reports mainly came through spontaneous reporting systems in the U.K. and Europe and were posted to the EU’s drug safety database EudraVigilance. At the time, around 25 million people had received the vaccine.', 'RELATED: AstraZeneca is forced to scout for new COVID-19 vaccine manufacturing partner, dealing the launch another setback', 'By April 4, EudraVigilance had reports on 169 total CVST cases and 53 cases of splanchnic vein thrombosis linked to the vaccine. At that point, some 34 million people in Europe and the U.K. had been vaccinated with AZ’s shot.', 'AstraZeneca’s isn’t the only vaccine to face clotting concerns, but it leads its competitors by a fair margin when it comes to CVST cases.', 'The EMA has identified 35 cases of brain blood clots in connection with Pfizer and BioNTech’s vaccine Comirnaty, out of some 54 million people vaccinated, according to Evaluate Vantage reporter Jacob Plieth.', 'Moderna’s rival mRNA shot has been linked to five CVST cases out of 4 million vaccinated. Meanwhile, Johnson & Johnson’s single-dose vaccine, cleared in Europe on March 11, has gone into the arms of around 4.5 million people. The EMA has connected it to three cases of blood clots with low platelets, Plieth reports.', ""As for AstraZeneca's shot, the EMA maintained that clotting events were uncommon and said the benefits outweigh potential risks. "", 'The agency pointed out that the unique combination of clotting with low blood platelets could stem from an immune response similar to heparin-induced thrombocytopenia, which can sometimes crop up in patients taking the popular blood thinner. PRAC says it has asked for new studies and updates to ongoing trials as it looks to gather more information.', ""RELATED: AstraZeneca's COVID vaccine faces new round of restrictions—even after the EMA's renewed backing"", ""Last month, EMA Executive Director Emer Cooke said the agency had reached a “clear scientific conclusion” that AZ's shot was safe and effective, stressing the importance of continued vaccination efforts. At the same time, the regulator admitted it couldn't rule out a possible link between the vaccine and clotting incidents. "", ""Meanwhile, AstraZeneca's native U.K. may become the latest country to limit the shot's use, the BBC reports. Following a review by the country's drug regulator, which found that 79 people had developed rare blood clots by the end of March, Britain's Joint Committee on Vaccination and Immunisation has recommended an alternative shot for people ages 18 to 29."", ""Out of those 79 cases, 19 people died, three of whom were below the age of 30. Nearly two-thirds of cases cropped up in women, and they all occurred after the first dose, the regulator said. The agency said it couldn't draw a link between the second dose because fewer people had completed their full vaccination regimen. "", 'U.K. health officials, like their EU counterparts, noted that the side effect was ""extremely rare"" and vouched for the continued use of the vaccine, recently dubbed Vaxzevria. ', 'Throughout all of this, AstraZeneca has maintained that patient safety is top of mind. ', '""Regulators have clear and stringent efficacy and safety standards for the approval of any new medicine, and that includes COVID-19 Vaccine AstraZeneca,"" a spokeswoman told Fierce Pharma last month. ""The safety of the vaccine has been extensively studied in Phase III clinical trials and peer-reviewed data confirms the vaccine has been generally well tolerated.""', ""Editor's note: This story has been updated with a statement from AstraZeneca.""]","Apr 7, 2021 03:30pm"
196,"['With AstraZeneca failing to meet supply targets for its COVID-19 vaccine, Europe is struggling to live up to promises to protect its 764 million people from the disease.', ""Johnson & Johnson's shot, approved in the EU last week, could help fill the gap—and the pharma has turned to Catalent to speed up production."", ""Catalent said Wednesday that it will expand its fill-finish plant in Anagni, Italy to produce J&J's single-shot coronavirus vaccine. The company will add a second high-speed vial-filling line that is expected to come online in the fourth quarter, doubling its capacity to produce vaccines for the American drugmaker."", 'The CDMO took over the 300,000-square-foot facility—which it bought from Bristol Myers Squibb—in January 2020 and prepared it for COVID-19 vaccine production. J&J first signed up for production there last July. Catalent has also been filling COVID-19 vaccine orders there for AstraZeneca.', 'RELATED: CDMO Catalent trumpets biologics windfall courtesy of COVID-19', 'J&J expects to deliver 200 million doses to the EU this year.', 'Little wonder that Catalent and Johnson & Johnson have teamed up. They’re based in neighboring towns in New Jersey. In April of last year, Somerset-based CDMO Catalent signed an agreement with the New Brunswick-based pharma giant to be its manufacturing partner in the United States. Catalent’s plant in Bloomington, Indiana hired 300 in the scale-up.', 'Catalent has seized numerous opportunities to be a major player in production of COVID-19 vaccines, also manufacturing them for Moderna from its plant in Bloomington. Other Catalent facilities producing coronavirus vaccines are in Harmans, Maryland, and Madison, Wisconsin. A site in San Diego is doing early-stage COVID-19 vaccine production.', 'Catalent CEO John Chiminski called the pandemic a growth “accelerator” earlier this year. The company is involved in more than 80 pandemic-related projects with clients. In the second quarter of fiscal year 2021, Catalent reported a 76% increase in revenues over the same quarter the previous year. ']","Mar 17, 2021 12:23pm"
197,"['Pfizer made headlines last month when its chief financial officer said the company would look to raise COVID-19 vaccine prices after the pandemic wanes. The company is doubling down on that stance, and it now believes annual vaccinations are ""increasingly likely.""', 'Add those two things together, and you get a hefty long-term revenue stream.', 'During a recent virtual investor conference (PDF) hosted by Barclays, Pfizer Chief Financial Officer Frank D’Amelio said the company sees “significant opportunity” for its COVID-19 vaccine once the market shifts from a “pandemic situation to an endemic situation.”', ""Right now, the market is “clearly not being driven by what I'll call normal market conditions,” D'Amelio explained to Barclays analyst Carter Gould during the virtual event. Instead, it’s “been driven by kind of the pandemic state that we've been in and the needs of governments to really secure doses from the various vaccine suppliers.”"", 'Eventually, Pfizer expects “normal market forces … will start to kick in,” D’Amelio said.', 'At that point “factors like efficacy, booster ability, clinical utility will basically become very important, and we view that as, quite frankly, a significant opportunity for our vaccine from a demand perspective, from a pricing perspective, given the clinical profile of our vaccine,” D’Amelio told the analyst.  ', ""RELATED: What does it take to supply COVID-19 vaccines across the globe? Here's how the leading players are working it"", 'Plus, Pfizer believes there will be demand for shots even after the current crisis. Citing variant concerns, Pfizer believes it’s ""increasingly likely that an annual revaccination is going to take place” and that those revaccinations will be needed “for the foreseeable future,” the CFO said.', 'Pfizer has said it expects $15 billion in revenue from the mRNA vaccine this year, and that number could grow as the company negotiates new supply deals. At the Barclays event, D’Amelio said his company expects “return after taxes” of around 25% on the $15 billion figure, or around $3.75 billion. The CFO previously said he expects margins for the vaccine to grow over time.  ', 'On the manufacturing front, Pfizer and BioNTech have made several upgrades to their supply chains and now plan to produce 2 billion doses this year. The company is “working to improve upon that number as well,” D’Amelio said.', 'RELATED: Pfizer eyes higher prices for COVID-19 vaccine after the pandemic wanes: exec, analyst', 'In the wake of AstraZeneca’s recent supply shortfalls in Europe, Pfizer and BioNTech expect to deliver 200 million doses there in the second quarter. Pfizer also expects to ship 300 million doses to the U.S. during the first half of the year.', 'Aside from its COVID-19 vaccine work, Pfizer sees an opportunity to improve on current flu vaccines with mRNA technology as well as to grow the market with a higher efficacy product, D’Amelio said at the event.']","Mar 17, 2021 10:25am"
198,"['AstraZeneca’s COVID-19 vaccine rollout has hit one pothole after another—supply shortfalls, reports of blood clots and countries suspending usage, one by one.', ""And the rough ride isn't over yet. Even as the company publicly backed its shot, citing real-world data in 17 million recipients, more countries halted their campaigns. Meanwhile, AstraZeneca was forced to dial back its delivery plans in Europe yet again, this time to 100 million doses for the first half of this year—200 million fewer than originally promised."", 'In a release over the weekend, the drugmaker said it had reviewed data from around the world and found “no evidence of an increased risk of pulmonary embolism, deep vein thrombosis or thrombocytopenia, in any defined age group, gender, batch or in any particular country.""', 'As of March 8, there had been 15 reports of deep vein thrombosis and 22 reports of pulmonary embolism, a number lower than would be typically expected among the 17 million people who have received the shot, the company said.', '“The nature of the pandemic has led to increased attention in individual cases, and we are going beyond the standard practices for safety monitoring of licensed medicines in reporting vaccine events, to ensure public safety,” AstraZeneca chief medical officer Ann Taylor said in a statement.', 'Meanwhile, officials in Norway said three health workers who received the shot were being treated for bleeding, blood clots and a low platelet count, Reuters reports. Afterward, Ireland halted its use of the shot. In Italy, prosecutors seized one batch of the vaccine to investigate the death of a man after vaccination, according to the news service.', 'On Monday, Germany suspended its use of the shot, according to the Associated Press. France followed a short time after.', 'RELATED: 7 European countries clamp down on AstraZeneca COVID-19 vaccine as safety worries threaten rollout ', ""Plus, the company hasn't yet solved its supply problem. Last week, AstraZeneca dramatically cut its second-quarter delivery target for Europe—to 70 million doses from 180 million doses. Back in February, a spokesperson said the company would source its global supply chain for about half of the 180 million doses scheduled to be sent to Europe during the second quarter. "", 'Now, the company says it’s aiming to deliver 100 million doses during the first half of the year, with 30 million coming in the first quarter. With the new target, AZ expects to ship 70 million doses to Europe from April to June. The company previously aimed to ship 300 million doses during the first half of the year, Reuters reports.', 'In the U.S., officials have rejected requests to share its AstraZeneca vaccine doses that are stockpiled and ready for a potential FDA emergency authorization. There are fewer than 10 million doses in the stockpile, Bloomberg reports, citing sources.', 'Before Ireland and Germany stopped vaccinations with the AZ shot, several other European countries had paused using some or all doses. Denmark paused all vaccinations, while Austria and other countries paused usage of a specific batch that had been shipped around Europe. ', 'RELATED: AstraZeneca again cuts coronavirus vaccine delivery targets in Europe ', 'On Sunday, AZ said it had seen no confirmed quality issues in any batch distributed worldwide. AstraZeneca conducts more than 60 quality tests on the product, and independent labs run another 20 studies, the company said. No tests of any batch have “shown cause for concern.” ', 'AZ plans to keep an eye on the issue. The company also stressed that vaccination is crucial to defeat the pandemic. ', 'The whirlwind of headlines has helped cause a perception problem for the vaccine in Europe. A recent YouGov survey found that people in Europe were less receptive to the vaccine than people in the U.K., where the shot is a point of national pride. Many AZ doses are going unused, according to data from the European Centre for Disease Prevention and Control. ']","Mar 15, 2021 11:16am"
199,"[""Europe's COVID-19 immunization campaign has been challenged by early supply problems and now safety concerns for AstraZeneca’s shot. A fourth vaccine is now on its way—though it's not going to fix the supply shortfall immediately."", ""European Commission officials on Thursday endorsed J&J’s coronavirus shot for use in member countries, making the vaccine the first one-dose option to score an approval there. The vaccine won't be available now, though; J&J said it expects to begin European deliveries in the second half of April. "", 'Meanwhile, J&J is scaling up its EU supply chain with aims to deliver 200 million doses to the continent this year. Worldwide, the company is pushing to produce 1 billion doses in 2021. ', 'The company recently notified EU officials it was “under stress” to deliver on a second-quarter supply pledge of 55 million doses, Reuters reported. The company could hit its target but has been dealing with production issues, the news service reported, citing an official involved in the discussions. ', ""RELATED: Johnson & Johnson to sell another 100M coronavirus vaccine doses to U.S., taking America's supply to 800M doses: reports "", 'In the U.S., the vaccine’s rollout is just getting started. So far, the company has delivered 3.6 million doses in the States, but that number is expected to ramp up to 20 million by the end of the month.', 'The company has pledged to deliver 100 million doses to the U.S. by the end of June, and this week, President Joe Biden unveiled a deal to buy another 100 million doses. Merck & Co. teamed up with J&J to help ramp up supply.', 'With the latest supply pact, the U.S. is expected to have 800 million doses of COVID-19 vaccines in total, more than enough to vaccinate the entire population. That’s not counting potential rollouts from AstraZeneca and Novavax. ', 'RELATED: Johnson & Johnson runs into vaccine supply issues in Europe, threatening 2nd-quarter delivery pledge: Reuters ', 'In Europe, the vaccination program has gotten off to a slower start. Europe significantly lags Israel, the UAE, the U.K., Chile and the U.S. in vaccinations given per 100 people, according to Our World In Data.  And amid a whirlwind of headlines about AZ’s shot, many doses of that vaccine are going unused. ', 'In the latest negative development for the AstraZeneca vaccine, seven countries stopped all or some vaccinations with the shot after reports of blood clots. ', 'Europe is also underway with rollouts for the Pfizer and Moderna vaccines.']","Mar 11, 2021 02:58pm"
200,"['AstraZeneca’s COVID-19 vaccine rollout has gotten off to a rocky start in Europe—to put it mildly. First, a supply shortfall triggered a public back-and-forth between executives and government officials. Then several countries expressed doubts about how well the vaccine works in people over 65. Now seven countries are raising safety concerns.', 'Denmark, Norway, Austria, Estonia, Latvia, Lithuania and Luxembourg have halted some or all of their AstraZeneca COVID-19 vaccinations over fears of blood clots, France24 reports.', 'Previously, Austria had stopped using a single batch of the vaccine after a clotting issue turned up in one recipient. In the wake of the news, Estonia, Latvia, Lithuania and Luxembourg stopped using vaccines from the same batch, France24 reports. Denmark and Norway temporarily stopped all vaccinations with AZ shots, according to the report.', 'An AstraZeneca spokesperson said patient safety is the company\'s ""highest priority.""', '""Regulators have clear and stringent efficacy and safety standards for the approval of any new medicine, and that includes COVID-19 Vaccine AstraZeneca,"" she said. ""The safety of the vaccine has been extensively studied in Phase III clinical trials and peer-reviewed data confirms the vaccine has been generally well tolerated.""', ""Thursday's news is only the latest negative development for the rollout of AZ's product. Since the vaccine's debut in Europe, public comments from governments, officials and even doctors have raised questions about the vaccine. Germany restricted its use in people 65 and older, citing a lack of data in the age group, and then reversed course. "", ""RELATED: AstraZeneca's COVID-19 shot scores European authorization as production holdups linger "", 'When the shot was initially restricted in her age group, German chancellor Angela Merkel said she doesn’t “belong to the group recommended for AstraZeneca.” Some publications ran with headlines that she’d refused the shot, creating confusion for citizens. ', 'In January, French President Emmanuel Macron said the vaccine was “quasi-ineffective” in people 65 and older before his country gave the green light in the age group. ', 'Adding to all the confusion, thousands of healthcare workers in Europe have refused the shot, Forbes reported last month. They argued they should receive the mRNA vaccines from Pfizer/BioNTech or Moderna. ', 'The result? Europe’s vaccination program is lagging in other developed countries, as many AstraZeneca shots go unused.  ', 'As of Thursday, France, Germany, Italy and Poland had used less than half of the AstraZeneca vaccine doses on stock, according to data from the European Centre for Disease Prevention and Control. Those countries have received the highest number of doses, followed by Spain, which has used around 60% of its available stock and is pressing ahead with vaccinations.', 'Meanwhile, Europe significantly lags Israel, the UAE, the U.K., Chile and the U.S. in vaccinations given per 100 people, according to Our World In Data.  ', 'When the European Medicines Agency endorsed the AstraZeneca vaccine in late January, it said the product was OK to use in people 18 and older. At that time, study participants were mostly aged 18 to 55, so there wasn’t much available data on the vaccine’s effectiveness in older people, the EMA said. Still, EMA concluded that “protection is expected” for people 55 and older and there was “reliable information on safety in this population.” ', ""That didn't satisfy health officials in several European countries, who moved to prioritize giving the AZ vaccine to those who they perceived would get the most benefit."", ""But in recent real-world data, U.K. authorities said the AstraZeneca vaccine cut symptomatic COVID by between 60% and 73% for people 70 and older. The results came via a pre-print, so the data haven't been peer-reviewed."", ""RELATED: Amid supply snafu, new data show AstraZeneca's COVID-19 shot is more effective with doses 12 weeks apart "", 'As a result of all the conflicting headlines, European countries could very well see demand fall for the AstraZeneca vaccine. Last month, Merkel acknowledged that there was an “acceptance problem,” according to reports. A new YouGov poll also contained troubling findings for the vaccine in Europe, even as people in the U.K. are proud of the shot.', 'Before the safety and efficacy doubts cropped up, officials were worried about supply. AstraZeneca had originally pledged 80 million doses of the shot for the first quarter but ran into issues bringing its supply chain up to speed. The company cut its expected first-quarter deliveries to 31 million, but then bumped the figure to 40 million after a public back-and-forth between government officials and executives. ', 'For the second quarter, the company is planning to tap its global supply chain to deliver half of the 180 million doses slated to go to Europe. ']","Mar 11, 2021 11:59am"
